====================
Dataset: yahoo-unpopular-nofill
====================

Coverage@10
Target size	iMF (full)	iMF (test)	kNN (full)	kNN (test)	Normalized kNN (full)	Normalized kNN (test)	Average Rating	Popularity	Random
0	0.4307740740740741	0.4307740740740741	0.3889666666666667	0.4290555555555556	0.1353259259259259	0.42807037037037043	0.4307740740740741	0.4307740740740741	0.4307740740740741
1	0.5200814814814815	0.5200814814814815	0.44396296296296295	0.5176148148148149	0.13598888888888888	0.5168407407407407	0.5200814814814815	0.5200814814814815	0.5200814814814815
2	0.6070555555555556	0.6070555555555556	0.4908666666666667	0.5990814814814815	0.13683703703703703	0.5941555555555557	0.6070555555555556	0.6070555555555556	0.6070555555555556
5	0.8397555555555556	0.8397555555555556	0.6378999999999999	0.8266370370370371	0.14005185185185184	0.8202592592592592	0.8397555555555556	0.8397555555555556	0.8397555555555556
10	0.9996666666666666	0.9996666666666666	0.8228444444444445	0.9963074074074074	0.14327037037037038	0.9932555555555556	0.9996666666666666	0.9996666666666666	0.9996666666666666
20	1.0	1.0	0.9763259259259259	1.0	0.1691185185185185	1.0	1.0	1.0	1.0
50	1.0	1.0	1.0	1.0	0.24755185185185186	1.0	1.0	1.0	1.0
100	1.0	1.0	1.0	1.0	0.3225888888888889	1.0	1.0	1.0	1.0
200	1.0	1.0	1.0	1.0	0.46469259259259255	1.0	1.0	1.0	1.0
500	1.0	1.0	1.0	1.0	0.8135444444444445	1.0	1.0	1.0	1.0
1000	1.0	1.0	1.0	1.0	0.9810037037037038	1.0	1.0	1.0	1.0

