fold	target size	expected intersection ratio in top n
5	1682	0.006278790304019539
5	1000	0.01008970753020694
5	50	0.15358217172761005
5	500	0.019558378018445507
4	1682	0.006277800933560472
3	50	0.1532915528697419
3	200	0.046144778088848495
4	100	0.08584046748389013
4	5	0.5730566796257089
3	100	0.08608509359825109
4	20	0.2963032011628604
3	20	0.29598068062683475
1	5	0.5787669903144455
3	1	0.6569450607456511
1	100	0.08622533685633625
3	1000	0.010086115471615796
1	1000	0.010092856880144191
4	1	0.6521147541515389
3	5	0.5757065612619986
1	1	0.6608879394719274
4	500	0.019547536057674817
2	100	0.08594752502212355
5	10	0.4412931155002081
3	500	0.019569743335418787
4	50	0.15280662900136321
4	10	0.44472608530312996
4	1000	0.010086750143985947
5	200	0.04614846068231829
5	20	0.29687220575916595
4	200	0.04605879566954525
4	2	0.6350417832470989
5	5	0.57716763945073
1	200	0.04619231389096556
1	20	0.2984246409059481
1	1682	0.006279712931417242
3	2	0.6392807708999848
1	2	0.6428974375950275
2	200	0.04610310032818118
1	0	0.6759216772206188
1	50	0.15389881916698697
1	10	0.4433823956460857
1	500	0.019558726844558835
4	0	0.6687348604925657
5	100	0.08609330063054331
2	50	0.1530497832767542
2	5	0.5729878198348859
2	1	0.655227570892192
2	1000	0.01009059077660815
2	20	0.29582915463658743
2	2	0.6374731569656937
2	1682	0.00628009315850567
2	10	0.4429363395610825
2	0	0.6726114866276837
5	1	0.656690074528607
3	0	0.6727502819937891
3	10	0.4402834399136519
3	1682	0.0062790007092377595
5	0	0.6732703676716035
5	2	0.6390425502535528
2	500	0.019567138090848535
