fold	target size	expected intersection ratio in top n
2	50	0.1881458794456317
5	50	0.18811328380156783
4	50	0.18922689605557003
2	1	0.9744676429747499
2	2	0.9676844379739101
1	50	0.18766609561784614
4	2	0.9675272469952093
2	0	0.9790848039854408
2	10	0.7260145643491575
2	100	0.09779839967584518
4	100	0.09794791370096781
5	100	0.09811141361389203
1	100	0.09814002289566813
1	2	0.9677418653292114
3	2	0.9678565479856048
4	10	0.7266487411241682
2	500	0.02029030677514828
4	1	0.9745633987411424
2	5	0.9297564838204027
2	20	0.41921995505414045
4	5	0.9298128852149254
2	1000	0.010199526338719647
4	500	0.02030737604552653
1	20	0.41771528239797423
2	200	0.05004573146256241
4	20	0.42813913381692725
1	10	0.7221598135894267
5	20	0.41808188138729774
3	10	0.7290027696579977
4	0	0.9795091854001244
3	1	0.9743909291973215
4	200	0.05000795275626747
4	1000	0.010199754072954042
1	500	0.02035354666968663
1	5	0.9291518572063489
5	500	0.020314614268212135
3	5	0.9313133026926563
3	0	0.979169268423807
1	1000	0.01019940046315897
1	1	0.9740389668771695
5	1000	0.01019924166927048
1	200	0.05007924797531896
1	0	0.9787531724888973
5	200	0.050059570324202676
5	2	0.9672655581660135
5	1	0.9735956702429113
5	10	0.7258938371584852
5	0	0.9784445883552683
5	5	0.9293596108537523
3	500	0.020328181630673178
3	1000	0.01019966294974211
3	200	0.05005477022965713
3	20	0.4223942450888815
3	100	0.09793853147323042
3	50	0.1878867735515718
